rfq_id,candidate_count,top_score,top_mandatory_coverage,top_preferred_coverage,top_overall_coverage,top_exact_count,top_contradiction_count,top_novalue_count,true_rank,mode,package_aware
RFQ731-004326,595,35.95800295285615,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004327,218,40.252441133619044,1.0,1.0,1.0,13,0,0,1,ORACLE,True
RFQ731-004328,2913,30.783042513715003,1.0,1.0,1.0,13,0,0,11,ORACLE,True
RFQ731-004329,2913,32.419833641933806,1.0,1.0,1.0,13,0,0,5,ORACLE,True
RFQ731-004330,2913,36.09455468118098,1.0,1.0,1.0,13,0,0,1,ORACLE,True
RFQ731-004331,2913,35.12982306943107,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004332,218,41.57997332623775,1.0,1.0,1.0,13,0,0,1,ORACLE,True
RFQ731-004333,2913,36.96151733617701,1.0,1.0,1.0,15,0,0,3,ORACLE,True
RFQ731-004334,2913,32.745246779564134,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004335,595,35.71252933881095,1.0,1.0,1.0,13,0,0,1,ORACLE,True
RFQ731-004336,2913,37.48826780373767,1.0,1.0,1.0,15,0,0,3,ORACLE,True
RFQ731-004337,595,44.6491824320525,1.0,1.0,1.0,15,0,0,4,ORACLE,True
RFQ731-004338,2913,30.476414872677385,1.0,1.0,1.0,13,0,0,7,ORACLE,True
RFQ731-004339,2913,36.11307550279987,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004340,595,37.898714123438516,1.0,1.0,1.0,13,0,0,14,ORACLE,True
RFQ731-004341,595,36.54873609694803,1.0,1.0,1.0,14,0,0,4,ORACLE,True
RFQ731-004342,121,48.354979130993804,1.0,1.0,1.0,12,0,0,1,ORACLE,True
RFQ731-004343,595,42.31594910728323,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004344,2913,36.09804187517777,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004345,2913,33.468179527658364,1.0,1.0,1.0,13,0,0,4,ORACLE,True
RFQ731-004346,595,39.195061543163156,1.0,1.0,1.0,14,0,0,8,ORACLE,True
RFQ731-004347,2913,33.22699518037827,1.0,1.0,1.0,13,0,0,4,ORACLE,True
RFQ731-004348,291,31.55461851800951,1.0,1.0,1.0,12,0,0,5,ORACLE,True
RFQ731-004349,2913,34.91932967138385,1.0,1.0,1.0,14,0,0,16,ORACLE,True
RFQ731-004350,2913,33.78765640540016,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004351,121,40.31648666555576,1.0,1.0,1.0,13,0,0,1,ORACLE,True
RFQ731-004352,2913,31.815686883046688,1.0,1.0,1.0,13,0,0,2,ORACLE,True
RFQ731-004353,121,42.09004699115516,1.0,1.0,1.0,12,0,0,1,ORACLE,True
RFQ731-004354,2913,34.505899141434135,1.0,1.0,1.0,15,0,0,3,ORACLE,True
RFQ731-004355,2913,38.88458141656764,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004356,2913,34.46328938749783,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004357,595,37.89451093844043,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004358,2913,34.34880057343392,1.0,1.0,1.0,14,0,0,3,ORACLE,True
RFQ731-004359,2913,33.33213579448977,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004360,2913,32.428790390277186,1.0,1.0,1.0,14,0,0,6,ORACLE,True
RFQ731-004361,2913,42.1477033859677,1.0,1.0,1.0,16,0,0,2,ORACLE,True
RFQ731-004362,2913,40.55697983233436,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004363,2913,34.52991963063575,1.0,1.0,1.0,14,0,0,3,ORACLE,True
RFQ731-004364,291,39.22063445328867,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004365,2913,33.4538954859768,1.0,1.0,1.0,13,0,0,3,ORACLE,True
RFQ731-004366,291,45.77113287167621,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004367,49,43.342975594740004,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004368,2913,31.761683633534773,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004369,218,34.8388224752283,1.0,1.0,1.0,11,0,0,2,ORACLE,True
RFQ731-004370,218,38.76028477366404,1.0,1.0,1.0,11,0,0,2,ORACLE,True
RFQ731-004371,595,44.45243036395947,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004372,2913,32.206164889386194,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004373,2913,36.005140802226265,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004374,2913,37.24248242202207,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004375,2913,34.4770455600122,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004376,595,43.066378199681,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004377,2913,36.737780219823826,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004378,2913,31.11129310921655,1.0,1.0,1.0,14,0,0,13,ORACLE,True
RFQ731-004379,2913,39.238449903719754,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004380,595,33.39097999681202,1.0,1.0,1.0,12,0,0,6,ORACLE,True
RFQ731-004381,2913,32.33505757520162,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004382,291,33.26197595044262,1.0,1.0,1.0,12,0,0,1,ORACLE,True
RFQ731-004383,2913,37.25531596715186,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004384,2913,33.44825762534987,1.0,1.0,1.0,14,0,0,6,ORACLE,True
RFQ731-004385,595,43.644230660002776,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004386,2913,36.962217616444185,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004387,2913,34.41203628344138,1.0,1.0,1.0,14,0,0,4,ORACLE,True
RFQ731-004388,595,42.36582817393202,1.0,1.0,1.0,15,0,0,4,ORACLE,True
RFQ731-004389,595,36.00348597039486,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004390,595,46.84271070126808,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004391,291,39.944013851394075,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004392,2913,36.57644737040047,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004393,595,43.018807763032456,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004394,218,39.29590691054037,1.0,1.0,1.0,13,0,0,1,ORACLE,True
RFQ731-004395,595,42.73182902675449,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004396,2913,35.63727315345386,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004397,2913,33.71250255117402,1.0,1.0,1.0,14,0,0,8,ORACLE,True
RFQ731-004398,2913,37.41964416882786,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004399,291,44.090684452349436,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004400,2913,31.16532666168396,1.0,1.0,1.0,15,0,0,3,ORACLE,True
RFQ731-004401,2913,31.270682188551284,1.0,1.0,1.0,13,0,0,6,ORACLE,True
RFQ731-004402,291,30.990100265663404,1.0,1.0,1.0,12,0,0,4,ORACLE,True
RFQ731-004403,2913,37.187124932805986,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004404,2913,33.14241556220272,1.0,1.0,1.0,13,0,0,2,ORACLE,True
RFQ731-004405,595,41.15536031536874,1.0,1.0,1.0,14,0,0,4,ORACLE,True
RFQ731-004406,595,33.88864591774454,1.0,1.0,1.0,14,0,0,3,ORACLE,True
RFQ731-004407,595,41.582831508843476,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004408,2913,33.15132749532375,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004409,595,44.14568589764262,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004410,595,46.555394822607624,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004411,2913,31.509820611679473,1.0,1.0,1.0,13,0,0,14,ORACLE,True
RFQ731-004412,2913,32.98734053308749,1.0,1.0,1.0,14,0,0,3,ORACLE,True
RFQ731-004413,291,37.97348075127421,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004414,2913,31.239323704845294,1.0,1.0,1.0,13,0,0,7,ORACLE,True
RFQ731-004415,2913,33.735128729793175,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004416,2913,34.47009342637289,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004417,49,43.311400020681404,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004418,595,34.099991537448574,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004419,2913,31.872202523401597,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004420,2913,36.19665308875754,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004421,2913,33.70845639317561,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004422,2913,40.93990335804513,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004423,2913,35.50875932694149,1.0,1.0,1.0,13,0,0,1,ORACLE,True
RFQ731-004424,595,41.30286460875551,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004425,2913,31.714667947649538,1.0,1.0,1.0,13,0,0,26,ORACLE,True
RFQ731-004426,291,40.61838811897521,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004427,595,37.90402090933556,1.0,1.0,1.0,14,0,0,4,ORACLE,True
RFQ731-004428,2913,34.4359189902944,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004429,2913,32.9850838848677,1.0,1.0,1.0,14,0,0,2,ORACLE,True
RFQ731-004430,595,41.605909419247034,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004431,595,42.32310050571268,1.0,1.0,1.0,15,0,0,3,ORACLE,True
RFQ731-004432,2913,35.34398508028801,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004433,2913,38.44090987004102,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004434,291,38.882129103523326,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004435,595,40.751020240316464,1.0,1.0,1.0,15,0,0,5,ORACLE,True
RFQ731-004436,2913,34.87938658683518,1.0,1.0,1.0,14,0,0,3,ORACLE,True
RFQ731-004437,2913,34.36435204701792,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004438,2913,34.585500444667865,1.0,1.0,1.0,13,0,0,3,ORACLE,True
RFQ731-004439,291,32.23707276201128,1.0,1.0,1.0,12,0,0,4,ORACLE,True
RFQ731-004440,2913,41.42626648326369,1.0,1.0,1.0,16,0,0,2,ORACLE,True
RFQ731-004441,2913,34.43788891042297,1.0,1.0,1.0,14,0,0,2,ORACLE,True
RFQ731-004442,218,38.700765709628264,1.0,1.0,1.0,11,0,0,2,ORACLE,True
RFQ731-004443,2913,34.560340364338956,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004444,2913,43.9611368528894,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004445,595,36.701107345933714,1.0,1.0,1.0,14,0,0,8,ORACLE,True
RFQ731-004446,595,41.04459395664108,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004447,2913,36.19744748202134,1.0,1.0,1.0,15,0,0,3,ORACLE,True
RFQ731-004448,2913,35.56082451893161,1.0,1.0,1.0,15,0,0,5,ORACLE,True
RFQ731-004449,2913,40.193971497822645,1.0,1.0,1.0,15,0,0,3,ORACLE,True
RFQ731-004450,2913,40.18373218889846,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004451,2913,42.09031682505062,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004452,2913,38.93874635061951,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004453,595,40.37398529294934,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004454,2913,38.501176411033114,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004455,2913,33.785835781230595,1.0,1.0,1.0,16,0,0,3,ORACLE,True
RFQ731-004456,2913,36.253578757460545,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004457,2913,39.610106572303735,1.0,1.0,1.0,17,0,0,1,ORACLE,True
RFQ731-004458,2913,31.8175799448384,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004459,595,37.43435845980592,1.0,1.0,1.0,14,0,0,2,ORACLE,True
RFQ731-004460,2913,33.07235808865063,1.0,1.0,1.0,14,0,0,3,ORACLE,True
RFQ731-004461,2913,37.18565276975268,1.0,1.0,1.0,15,0,0,6,ORACLE,True
RFQ731-004462,2913,38.292295616583765,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004463,2913,35.467621155069565,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004464,595,42.01239702587341,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004465,121,42.61928327902522,1.0,1.0,1.0,12,0,0,1,ORACLE,True
RFQ731-004466,2913,37.21347091034115,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004467,2913,35.063273085920244,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004468,595,34.62932755704951,1.0,1.0,1.0,14,0,0,4,ORACLE,True
RFQ731-004469,2913,30.51919491883533,1.0,1.0,1.0,13,0,0,11,ORACLE,True
RFQ731-004470,218,39.23100154707802,1.0,1.0,1.0,11,0,0,1,ORACLE,True
RFQ731-004471,2913,36.546433558910394,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004472,2913,30.12139746261965,1.0,1.0,1.0,13,0,0,1,ORACLE,True
RFQ731-004473,595,47.48976647720878,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004474,218,46.78927367199188,1.0,1.0,1.0,13,0,0,1,ORACLE,True
RFQ731-004475,595,40.551334168040924,1.0,1.0,1.0,15,0,0,4,ORACLE,True
RFQ731-004476,2913,43.03965793077134,1.0,1.0,1.0,16,0,0,2,ORACLE,True
RFQ731-004477,2913,29.140755978348963,1.0,1.0,1.0,12,0,0,3,ORACLE,True
RFQ731-004478,121,34.72359585291162,1.0,1.0,1.0,12,0,0,1,ORACLE,True
RFQ731-004479,595,36.37896518097756,1.0,1.0,1.0,13,0,0,3,ORACLE,True
RFQ731-004480,291,32.21927844500972,1.0,1.0,1.0,12,0,0,3,ORACLE,True
RFQ731-004481,2913,38.54835165492076,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004482,291,38.99009825303949,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004483,595,38.70799428849656,1.0,1.0,1.0,15,0,0,7,ORACLE,True
RFQ731-004484,2913,32.44762613269706,1.0,1.0,1.0,14,0,0,2,ORACLE,True
RFQ731-004485,2913,32.73104190121092,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004486,2913,37.64338572645866,1.0,1.0,1.0,15,0,0,7,ORACLE,True
RFQ731-004487,2913,30.29193458830253,1.0,1.0,1.0,12,0,0,20,ORACLE,True
RFQ731-004488,291,43.922342943157005,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004489,2913,33.92738438741253,1.0,1.0,1.0,13,0,0,11,ORACLE,True
RFQ731-004490,595,37.91128701994789,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004491,2913,33.69809925245325,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004492,2913,42.69100597356722,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004493,2913,34.608351784504556,1.0,1.0,1.0,14,0,0,8,ORACLE,True
RFQ731-004494,595,39.28079127612886,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004495,2913,35.1740276884518,1.0,1.0,1.0,15,0,0,3,ORACLE,True
RFQ731-004496,2913,34.08655307230873,1.0,1.0,1.0,13,0,0,1,ORACLE,True
RFQ731-004497,97,33.71678829027706,1.0,1.0,1.0,11,0,0,2,ORACLE,True
RFQ731-004498,2913,37.043373003386804,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004499,595,34.76261529899747,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004500,2913,30.00722914770566,1.0,1.0,1.0,14,0,0,3,ORACLE,True
RFQ731-004501,218,44.20117059518954,1.0,1.0,1.0,13,0,0,1,ORACLE,True
RFQ731-004502,2913,31.92864596921966,1.0,1.0,1.0,15,0,0,5,ORACLE,True
RFQ731-004503,2913,34.201807446645866,1.0,1.0,1.0,14,0,0,4,ORACLE,True
RFQ731-004504,2913,39.676969706476854,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004505,218,35.593303062637375,1.0,1.0,1.0,11,0,0,2,ORACLE,True
RFQ731-004506,2913,35.709510327009916,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004507,218,37.004100715095845,1.0,1.0,1.0,11,0,0,2,ORACLE,True
RFQ731-004508,2913,38.618042681068786,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004509,97,41.5654150753963,1.0,1.0,1.0,13,0,0,1,ORACLE,True
RFQ731-004510,595,41.52265645078782,1.0,1.0,1.0,14,0,0,3,ORACLE,True
RFQ731-004511,2913,36.93001814469031,1.0,1.0,1.0,13,0,0,21,ORACLE,True
RFQ731-004512,49,51.83891404274756,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004513,2913,29.93380918042564,1.0,1.0,1.0,12,0,0,5,ORACLE,True
RFQ731-004514,2913,33.45385429567712,1.0,1.0,1.0,13,0,0,2,ORACLE,True
RFQ731-004515,2913,32.83337423754132,1.0,1.0,1.0,14,0,0,2,ORACLE,True
RFQ731-004516,2913,35.51445723550021,1.0,1.0,1.0,14,0,0,2,ORACLE,True
RFQ731-004517,595,43.598004502715156,1.0,1.0,1.0,14,0,0,3,ORACLE,True
RFQ731-004518,2913,29.92446510726667,1.0,1.0,1.0,12,0,0,13,ORACLE,True
RFQ731-004519,2913,32.85364117757602,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004520,595,38.32039758927657,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004521,218,33.40279164063297,1.0,1.0,1.0,11,0,0,2,ORACLE,True
RFQ731-004522,2913,31.66766715307748,1.0,1.0,1.0,14,0,0,3,ORACLE,True
RFQ731-004523,2913,35.6096372400963,1.0,1.0,1.0,13,0,0,3,ORACLE,True
RFQ731-004524,49,51.27756058747631,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004525,2913,36.79410243641691,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004526,2913,36.12677806975343,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004527,2913,37.51148931778727,1.0,1.0,1.0,15,0,0,3,ORACLE,True
RFQ731-004528,218,34.02409535567797,1.0,1.0,1.0,13,0,0,1,ORACLE,True
RFQ731-004529,2913,42.01464306929954,1.0,1.0,1.0,16,0,0,2,ORACLE,True
RFQ731-004530,2913,43.0327865199301,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004531,2913,38.238549468405736,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004532,2913,32.020780555273014,1.0,1.0,1.0,14,0,0,6,ORACLE,True
RFQ731-004533,595,39.582318029179795,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004534,2913,29.3002093950803,1.0,1.0,1.0,14,0,0,4,ORACLE,True
RFQ731-004535,121,34.65022172230643,1.0,1.0,1.0,12,0,0,1,ORACLE,True
RFQ731-004536,2913,38.321263799041226,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004537,2913,39.27902691532587,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004538,595,38.890571393758215,1.0,1.0,1.0,14,0,0,2,ORACLE,True
RFQ731-004539,2913,33.02722719355909,1.0,1.0,1.0,13,0,0,11,ORACLE,True
RFQ731-004540,2913,37.27853106333834,1.0,1.0,1.0,17,0,0,1,ORACLE,True
RFQ731-004541,2913,35.700103003378985,1.0,1.0,1.0,14,0,0,6,ORACLE,True
RFQ731-004542,2913,36.22034298880196,1.0,1.0,1.0,14,0,0,3,ORACLE,True
RFQ731-004543,2913,35.356998220877735,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004544,2913,30.964562503550717,1.0,1.0,1.0,13,0,0,26,ORACLE,True
RFQ731-004545,595,41.869009162295654,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004546,2913,31.69182710365432,1.0,1.0,1.0,14,0,0,3,ORACLE,True
RFQ731-004547,2913,34.28038155405183,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004548,2913,36.243739288164804,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004549,2913,41.19447876992979,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004550,2913,39.1831293942645,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004551,2913,35.06577271482914,1.0,1.0,1.0,15,0,0,6,ORACLE,True
RFQ731-004552,291,42.27499704485541,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004553,595,39.40928925105324,1.0,1.0,1.0,14,0,0,2,ORACLE,True
RFQ731-004554,2913,42.43064552916315,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004555,595,40.5630776242742,1.0,1.0,1.0,14,0,0,10,ORACLE,True
RFQ731-004556,2913,34.44386554863398,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004557,121,35.383790524286596,1.0,1.0,1.0,11,0,0,1,ORACLE,True
RFQ731-004558,2913,33.733221625009996,1.0,1.0,1.0,14,0,0,2,ORACLE,True
RFQ731-004559,2913,35.140429273562944,1.0,1.0,1.0,13,0,0,31,ORACLE,True
RFQ731-004560,2913,35.48147450753454,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004561,2913,40.320082176699266,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004562,595,37.264918524640066,1.0,1.0,1.0,13,0,0,35,ORACLE,True
RFQ731-004563,2913,35.18426556686278,1.0,1.0,1.0,13,0,0,1,ORACLE,True
RFQ731-004564,121,39.229557930667106,1.0,1.0,1.0,12,0,0,1,ORACLE,True
RFQ731-004565,2913,40.22838962813002,1.0,1.0,1.0,14,0,0,9,ORACLE,True
RFQ731-004566,595,38.39550886682562,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004567,595,43.05696230667974,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004568,2913,30.822860543154427,1.0,1.0,1.0,14,0,0,11,ORACLE,True
RFQ731-004569,291,42.793032517120835,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004570,97,30.314533783386246,1.0,1.0,1.0,11,0,0,4,ORACLE,True
RFQ731-004571,2913,40.96053088952506,1.0,1.0,1.0,15,0,0,4,ORACLE,True
RFQ731-004572,121,39.3653678252888,1.0,1.0,1.0,12,0,0,1,ORACLE,True
RFQ731-004573,2913,35.82821478321903,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004574,595,40.73415180227906,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004575,2913,29.989641688801335,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004576,2913,35.304751674729374,1.0,1.0,1.0,13,0,0,1,ORACLE,True
RFQ731-004577,2913,38.47275966081322,1.0,1.0,1.0,14,0,0,14,ORACLE,True
RFQ731-004578,218,46.290975767007794,1.0,1.0,1.0,13,0,0,1,ORACLE,True
RFQ731-004579,2913,41.91186256970357,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004580,2913,32.054206285918866,1.0,1.0,1.0,13,0,0,4,ORACLE,True
RFQ731-004581,2913,39.12796304484847,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004582,595,39.41836651336884,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004583,2913,29.751995550637748,1.0,1.0,1.0,13,0,0,4,ORACLE,True
RFQ731-004584,2913,34.851828873820054,1.0,1.0,1.0,14,0,0,3,ORACLE,True
RFQ731-004585,2913,29.88780544525944,1.0,1.0,1.0,13,0,0,4,ORACLE,True
RFQ731-004586,2913,36.65938716744749,1.0,1.0,1.0,15,0,0,5,ORACLE,True
RFQ731-004587,2913,32.09003872932192,1.0,1.0,1.0,13,0,0,5,ORACLE,True
RFQ731-004588,2913,39.57999706555634,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004589,595,39.210539967610245,1.0,1.0,1.0,14,0,0,4,ORACLE,True
RFQ731-004590,49,52.39868989953639,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004591,2913,39.10007242731773,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004592,2913,35.36363173857491,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004593,121,37.386579822785855,1.0,1.0,1.0,12,0,0,1,ORACLE,True
RFQ731-004594,291,36.18426311157127,1.0,1.0,1.0,12,0,0,5,ORACLE,True
RFQ731-004595,2913,37.072892551197526,1.0,1.0,1.0,15,0,0,3,ORACLE,True
RFQ731-004596,2913,35.470870939542465,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004597,2913,43.046725726575616,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004598,2913,37.3571644337622,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004599,2913,35.71067505402795,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004600,595,39.628313666035936,1.0,1.0,1.0,14,0,0,10,ORACLE,True
RFQ731-004601,2913,33.55658673704374,1.0,1.0,1.0,16,0,0,2,ORACLE,True
RFQ731-004602,2913,35.45849695697643,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004603,121,47.96342965690003,1.0,1.0,1.0,12,0,0,2,ORACLE,True
RFQ731-004604,2913,33.72616473834377,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004605,2913,34.373952178129635,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004606,2913,33.781612273387736,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004607,595,42.47430004639445,1.0,1.0,1.0,14,0,0,1,ORACLE,True
RFQ731-004608,2913,38.12270291378732,1.0,1.0,1.0,16,0,0,1,ORACLE,True
RFQ731-004609,2913,34.77499743821253,1.0,1.0,1.0,15,0,0,2,ORACLE,True
RFQ731-004610,595,39.35741543908325,1.0,1.0,1.0,15,0,0,1,ORACLE,True
RFQ731-004611,291,29.466484085445664,1.0,1.0,1.0,12,0,0,5,ORACLE,True
RFQ731-004612,218,35.321319148967675,1.0,1.0,1.0,11,0,0,2,ORACLE,True
RFQ731-004613,2913,34.77334457002602,1.0,1.0,1.0,15,0,0,3,ORACLE,True
RFQ731-004614,218,36.8521504266088,1.0,1.0,1.0,13,0,0,1,ORACLE,True
RFQ731-004615,121,40.31087282430689,1.0,1.0,1.0,12,0,0,1,ORACLE,True
RFQ731-004616,595,38.36418779180178,1.0,1.0,1.0,14,0,0,3,ORACLE,True
RFQ731-004617,291,30.69080795493821,1.0,1.0,1.0,12,0,0,5,ORACLE,True
