source_row,characteristic,raw_value,rule_type,parsed_values,value_count
620,binaerDigitalOpenColl_MN,NOVALUE,novalue,NOVALUE,1
620,binaerDigitalOpenCollExia_MA,NOVALUE,novalue,NOVALUE,1
620,binaerOpenColl_MP,"in {NOVALUE, 'MP1', 'MP2', 'MP3', 'MP4'}",allowed_values,NOVALUE|MP1|MP2|MP3|MP4,5
620,binaerOpenColl_BC,NOVALUE,novalue,NOVALUE,1
620,binaerOpenColl_SC,NOVALUE,novalue,NOVALUE,1
620,binaerOpenColl30v,NOVALUE,novalue,NOVALUE,1
620,binaerOpenCollExib,NOVALUE,novalue,NOVALUE,1
620,binaerOpenCollNamur,NOVALUE,novalue,NOVALUE,1
620,binaerOptoRelay_BO,NOVALUE,novalue,NOVALUE,1
620,binaerOptoRelay_SO,NOVALUE,novalue,NOVALUE,1
620,binaerReedRelay_BR,NOVALUE,novalue,NOVALUE,1
620,binaerReedRelay_SR,NOVALUE,novalue,NOVALUE,1
620,frequenz0_5khz_FO,NOVALUE,novalue,NOVALUE,1
620,frequenz0_5khz_FC,NOVALUE,novalue,NOVALUE,1
620,frequenz0_5khzNamur,NOVALUE,novalue,NOVALUE,1
620,frequenz5_15HzExia,NOVALUE,novalue,NOVALUE,1
620,spannung0_10v,NOVALUE,novalue,NOVALUE,1
620,spannung0_1v,NOVALUE,novalue,NOVALUE,1
620,stromAktiv,NOVALUE,novalue,NOVALUE,1
620,stromAktiv24,NOVALUE,novalue,NOVALUE,1
620,stromPassiv,NOVALUE,novalue,NOVALUE,1
620,stromPassivExib,NOVALUE,novalue,NOVALUE,1
620,StromPassivExia,NOVALUE,novalue,NOVALUE,1
620,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3', 'CS4'}",allowed_values,NOVALUE|CS1|CS2|CS3|CS4,5
620,binaerEingaenge,NOVALUE,novalue,NOVALUE,1
620,spannungsEingaenge,NOVALUE,novalue,NOVALUE,1
620,stromEingaenge,NOVALUE,novalue,NOVALUE,1
620,stromEingaenge_passiv,NOVALUE,novalue,NOVALUE,1
620,stromEingaengeExia,NOVALUE,novalue,NOVALUE,1
620,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2'}",allowed_values,NOVALUE|TT1|TT2,3
620,temperaturEingaengeExi,NOVALUE,novalue,NOVALUE,1
620,hardwareAP,NOVALUE,novalue,NOVALUE,1
620,steamApplication,NOVALUE,novalue,NOVALUE,1
620,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
620,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
620,inclusiveManual,'QI',fixed_value,'QI',1
620,powerCable,NOVALUE,novalue,NOVALUE,1
620,carryingCase,NOVALUE,novalue,NOVALUE,1
620,measuringTape,NOVALUE,novalue,NOVALUE,1
620,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
620,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
620,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
621,Unnamed: 0,May,fixed_value,May,1
621,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
621,marke,'flexim',fixed_value,'flexim',1
621,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
621,installationsart,'stationaer',fixed_value,'stationaer',1
621,devCategory,'G',fixed_value,'G',1
621,type,'731',fixed_value,'731',1
621,characteristic,'GP',fixed_value,'GP',1
621,housing,'ST',fixed_value,'ST',1
621,powerSupply,'4',fixed_value,'4',1
621,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
621,explosionApproval,'N',fixed_value,'N',1
621,protectionArea,'N',fixed_value,'N',1
621,intrinsicSafety,'N',fixed_value,'N',1
621,certification,'MN',fixed_value,'MN',1
621,dataInterface,"in {'NN', 'MT', 'BT'}",allowed_values,NN|MT|BT,3
621,binaerDigitalOptoRelay,NOVALUE,novalue,NOVALUE,1
621,binaerDigitalReedRelay,NOVALUE,novalue,NOVALUE,1
621,binaerDigitalOpenColl_MN,NOVALUE,novalue,NOVALUE,1
621,binaerDigitalOpenCollExia_MA,NOVALUE,novalue,NOVALUE,1
621,binaerOpenColl_MP,"in {NOVALUE, 'MP1', 'MP2', 'MP3', 'MP4'}",allowed_values,NOVALUE|MP1|MP2|MP3|MP4,5
621,binaerOpenColl_BC,NOVALUE,novalue,NOVALUE,1
621,binaerOpenColl_SC,NOVALUE,novalue,NOVALUE,1
621,binaerOpenColl30v,NOVALUE,novalue,NOVALUE,1
621,binaerOpenCollExib,NOVALUE,novalue,NOVALUE,1
621,binaerOpenCollNamur,NOVALUE,novalue,NOVALUE,1
621,binaerOptoRelay_BO,NOVALUE,novalue,NOVALUE,1
621,binaerOptoRelay_SO,NOVALUE,novalue,NOVALUE,1
621,binaerReedRelay_BR,NOVALUE,novalue,NOVALUE,1
621,binaerReedRelay_SR,NOVALUE,novalue,NOVALUE,1
621,frequenz0_5khz_FO,NOVALUE,novalue,NOVALUE,1
621,frequenz0_5khz_FC,NOVALUE,novalue,NOVALUE,1
621,frequenz0_5khzNamur,NOVALUE,novalue,NOVALUE,1
621,frequenz5_15HzExia,NOVALUE,novalue,NOVALUE,1
621,spannung0_10v,NOVALUE,novalue,NOVALUE,1
621,spannung0_1v,NOVALUE,novalue,NOVALUE,1
621,stromAktiv,NOVALUE,novalue,NOVALUE,1
621,stromAktiv24,NOVALUE,novalue,NOVALUE,1
621,stromPassiv,NOVALUE,novalue,NOVALUE,1
621,stromPassivExib,NOVALUE,novalue,NOVALUE,1
621,StromPassivExia,NOVALUE,novalue,NOVALUE,1
621,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3'}",allowed_values,NOVALUE|CS1|CS2|CS3,4
621,binaerEingaenge,NOVALUE,novalue,NOVALUE,1
621,spannungsEingaenge,NOVALUE,novalue,NOVALUE,1
621,stromEingaenge,NOVALUE,novalue,NOVALUE,1
621,stromEingaenge_passiv,NOVALUE,novalue,NOVALUE,1
621,stromEingaengeExia,NOVALUE,novalue,NOVALUE,1
621,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2', 'TT3', 'TT4'}",allowed_values,NOVALUE|TT1|TT2|TT3|TT4,5
621,temperaturEingaengeExi,NOVALUE,novalue,NOVALUE,1
621,hardwareAP,NOVALUE,novalue,NOVALUE,1
621,steamApplication,NOVALUE,novalue,NOVALUE,1
621,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
621,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
621,inclusiveManual,'QI',fixed_value,'QI',1
621,powerCable,NOVALUE,novalue,NOVALUE,1
621,carryingCase,NOVALUE,novalue,NOVALUE,1
621,measuringTape,NOVALUE,novalue,NOVALUE,1
621,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
621,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
621,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
622,Unnamed: 0,May,fixed_value,May,1
622,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
622,marke,'flexim',fixed_value,'flexim',1
622,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
622,installationsart,'stationaer',fixed_value,'stationaer',1
622,devCategory,'G',fixed_value,'G',1
622,type,'731',fixed_value,'731',1
622,characteristic,'GP',fixed_value,'GP',1
622,housing,'ST',fixed_value,'ST',1
622,powerSupply,'4',fixed_value,'4',1
622,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
622,explosionApproval,'N',fixed_value,'N',1
622,protectionArea,'N',fixed_value,'N',1
622,intrinsicSafety,'N',fixed_value,'N',1
622,certification,'MN',fixed_value,'MN',1
622,dataInterface,"in {'NN', 'MT', 'BT'}",allowed_values,NN|MT|BT,3
622,binaerDigitalOptoRelay,NOVALUE,novalue,NOVALUE,1
622,binaerDigitalReedRelay,NOVALUE,novalue,NOVALUE,1
622,binaerDigitalOpenColl_MN,NOVALUE,novalue,NOVALUE,1
622,binaerDigitalOpenCollExia_MA,NOVALUE,novalue,NOVALUE,1
622,binaerOpenColl_MP,"in {NOVALUE, 'MP1', 'MP2', 'MP3', 'MP4'}",allowed_values,NOVALUE|MP1|MP2|MP3|MP4,5
622,binaerOpenColl_BC,NOVALUE,novalue,NOVALUE,1
622,binaerOpenColl_SC,NOVALUE,novalue,NOVALUE,1
622,binaerOpenColl30v,NOVALUE,novalue,NOVALUE,1
622,binaerOpenCollExib,NOVALUE,novalue,NOVALUE,1
622,binaerOpenCollNamur,NOVALUE,novalue,NOVALUE,1
622,binaerOptoRelay_BO,NOVALUE,novalue,NOVALUE,1
622,binaerOptoRelay_SO,NOVALUE,novalue,NOVALUE,1
622,binaerReedRelay_BR,NOVALUE,novalue,NOVALUE,1
622,binaerReedRelay_SR,NOVALUE,novalue,NOVALUE,1
622,frequenz0_5khz_FO,NOVALUE,novalue,NOVALUE,1
622,frequenz0_5khz_FC,NOVALUE,novalue,NOVALUE,1
622,frequenz0_5khzNamur,NOVALUE,novalue,NOVALUE,1
622,frequenz5_15HzExia,NOVALUE,novalue,NOVALUE,1
622,spannung0_10v,NOVALUE,novalue,NOVALUE,1
622,spannung0_1v,NOVALUE,novalue,NOVALUE,1
622,stromAktiv,NOVALUE,novalue,NOVALUE,1
622,stromAktiv24,NOVALUE,novalue,NOVALUE,1
622,stromPassiv,NOVALUE,novalue,NOVALUE,1
622,stromPassivExib,NOVALUE,novalue,NOVALUE,1
622,StromPassivExia,NOVALUE,novalue,NOVALUE,1
622,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3'}",allowed_values,NOVALUE|CS1|CS2|CS3,4
622,binaerEingaenge,NOVALUE,novalue,NOVALUE,1
622,spannungsEingaenge,NOVALUE,novalue,NOVALUE,1
622,stromEingaenge,"in {NOVALUE, 'IS1'}",allowed_values,NOVALUE|IS1,2
622,stromEingaenge_passiv,NOVALUE,novalue,NOVALUE,1
622,stromEingaengeExia,NOVALUE,novalue,NOVALUE,1
622,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2', 'TT3'}",allowed_values,NOVALUE|TT1|TT2|TT3,4
622,temperaturEingaengeExi,NOVALUE,novalue,NOVALUE,1
622,hardwareAP,NOVALUE,novalue,NOVALUE,1
622,steamApplication,NOVALUE,novalue,NOVALUE,1
622,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
622,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
622,inclusiveManual,'QI',fixed_value,'QI',1
622,powerCable,NOVALUE,novalue,NOVALUE,1
622,carryingCase,NOVALUE,novalue,NOVALUE,1
622,measuringTape,NOVALUE,novalue,NOVALUE,1
622,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
622,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
622,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
623,Unnamed: 0,May,fixed_value,May,1
623,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
623,marke,'flexim',fixed_value,'flexim',1
623,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
623,installationsart,'stationaer',fixed_value,'stationaer',1
623,devCategory,'G',fixed_value,'G',1
623,type,'731',fixed_value,'731',1
623,characteristic,'GP',fixed_value,'GP',1
623,housing,'ST',fixed_value,'ST',1
623,powerSupply,'4',fixed_value,'4',1
623,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
623,explosionApproval,'N',fixed_value,'N',1
623,protectionArea,'N',fixed_value,'N',1
623,intrinsicSafety,'N',fixed_value,'N',1
623,certification,'MN',fixed_value,'MN',1
623,dataInterface,"in {'NN', 'MT', 'BT'}",allowed_values,NN|MT|BT,3
623,binaerDigitalOptoRelay,NOVALUE,novalue,NOVALUE,1
623,binaerDigitalReedRelay,NOVALUE,novalue,NOVALUE,1
623,binaerDigitalOpenColl_MN,NOVALUE,novalue,NOVALUE,1
623,binaerDigitalOpenCollExia_MA,NOVALUE,novalue,NOVALUE,1
623,binaerOpenColl_MP,"in {NOVALUE, 'MP1', 'MP2', 'MP3', 'MP4'}",allowed_values,NOVALUE|MP1|MP2|MP3|MP4,5
623,binaerOpenColl_BC,NOVALUE,novalue,NOVALUE,1
623,binaerOpenColl_SC,NOVALUE,novalue,NOVALUE,1
623,binaerOpenColl30v,NOVALUE,novalue,NOVALUE,1
623,binaerOpenCollExib,NOVALUE,novalue,NOVALUE,1
623,binaerOpenCollNamur,NOVALUE,novalue,NOVALUE,1
623,binaerOptoRelay_BO,NOVALUE,novalue,NOVALUE,1
623,binaerOptoRelay_SO,NOVALUE,novalue,NOVALUE,1
623,binaerReedRelay_BR,NOVALUE,novalue,NOVALUE,1
623,binaerReedRelay_SR,NOVALUE,novalue,NOVALUE,1
623,frequenz0_5khz_FO,NOVALUE,novalue,NOVALUE,1
623,frequenz0_5khz_FC,NOVALUE,novalue,NOVALUE,1
623,frequenz0_5khzNamur,NOVALUE,novalue,NOVALUE,1
623,frequenz5_15HzExia,NOVALUE,novalue,NOVALUE,1
623,spannung0_10v,NOVALUE,novalue,NOVALUE,1
623,spannung0_1v,NOVALUE,novalue,NOVALUE,1
623,stromAktiv,NOVALUE,novalue,NOVALUE,1
623,stromAktiv24,NOVALUE,novalue,NOVALUE,1
623,stromPassiv,NOVALUE,novalue,NOVALUE,1
623,stromPassivExib,NOVALUE,novalue,NOVALUE,1
623,StromPassivExia,NOVALUE,novalue,NOVALUE,1
623,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",allowed_values,NOVALUE|CS1|CS2,3
623,binaerEingaenge,NOVALUE,novalue,NOVALUE,1
623,spannungsEingaenge,NOVALUE,novalue,NOVALUE,1
623,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2'}",allowed_values,NOVALUE|IS1|IS2,3
623,stromEingaenge_passiv,NOVALUE,novalue,NOVALUE,1
623,stromEingaengeExia,NOVALUE,novalue,NOVALUE,1
623,temperaturEingaenge," in {NOVALUE, 'TT1', 'TT2'}",allowed_values,NOVALUE|TT1|TT2,3
623,temperaturEingaengeExi,NOVALUE,novalue,NOVALUE,1
623,hardwareAP,NOVALUE,novalue,NOVALUE,1
623,steamApplication,NOVALUE,novalue,NOVALUE,1
623,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
623,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
623,inclusiveManual,'QI',fixed_value,'QI',1
623,powerCable,NOVALUE,novalue,NOVALUE,1
623,carryingCase,NOVALUE,novalue,NOVALUE,1
623,measuringTape,NOVALUE,novalue,NOVALUE,1
623,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
623,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
623,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
624,Unnamed: 0,May,fixed_value,May,1
624,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
624,marke,'flexim',fixed_value,'flexim',1
624,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
624,installationsart,'stationaer',fixed_value,'stationaer',1
624,devCategory,'G',fixed_value,'G',1
624,type,'731',fixed_value,'731',1
624,characteristic,'GP',fixed_value,'GP',1
624,housing,'ST',fixed_value,'ST',1
624,powerSupply,'4',fixed_value,'4',1
624,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
624,explosionApproval,'N',fixed_value,'N',1
624,protectionArea,'N',fixed_value,'N',1
624,intrinsicSafety,'N',fixed_value,'N',1
624,certification,'MN',fixed_value,'MN',1
624,dataInterface,"in {'NN', 'MT', 'BT'}",allowed_values,NN|MT|BT,3
624,binaerDigitalOptoRelay,NOVALUE,novalue,NOVALUE,1
624,binaerDigitalReedRelay,NOVALUE,novalue,NOVALUE,1
624,binaerDigitalOpenColl_MN,NOVALUE,novalue,NOVALUE,1
624,binaerDigitalOpenCollExia_MA,NOVALUE,novalue,NOVALUE,1
624,binaerOpenColl_MP,"in {NOVALUE, 'MP1', 'MP2', 'MP3', 'MP4'}",allowed_values,NOVALUE|MP1|MP2|MP3|MP4,5
624,binaerOpenColl_BC,NOVALUE,novalue,NOVALUE,1
624,binaerOpenColl_SC,NOVALUE,novalue,NOVALUE,1
624,binaerOpenColl30v,NOVALUE,novalue,NOVALUE,1
624,binaerOpenCollExib,NOVALUE,novalue,NOVALUE,1
624,binaerOpenCollNamur,NOVALUE,novalue,NOVALUE,1
624,binaerOptoRelay_BO,NOVALUE,novalue,NOVALUE,1
624,binaerOptoRelay_SO,NOVALUE,novalue,NOVALUE,1
624,binaerReedRelay_BR,NOVALUE,novalue,NOVALUE,1
624,binaerReedRelay_SR,NOVALUE,novalue,NOVALUE,1
624,frequenz0_5khz_FO,NOVALUE,novalue,NOVALUE,1
624,frequenz0_5khz_FC,NOVALUE,novalue,NOVALUE,1
624,frequenz0_5khzNamur,NOVALUE,novalue,NOVALUE,1
624,frequenz5_15HzExia,NOVALUE,novalue,NOVALUE,1
624,spannung0_10v,NOVALUE,novalue,NOVALUE,1
624,spannung0_1v,NOVALUE,novalue,NOVALUE,1
624,stromAktiv,NOVALUE,novalue,NOVALUE,1
624,stromAktiv24,NOVALUE,novalue,NOVALUE,1
624,stromPassiv,NOVALUE,novalue,NOVALUE,1
624,stromPassivExib,NOVALUE,novalue,NOVALUE,1
624,StromPassivExia,NOVALUE,novalue,NOVALUE,1
624,stromSchaltbar,"in {NOVALUE, 'CS1'}",allowed_values,NOVALUE|CS1,2
624,binaerEingaenge,NOVALUE,novalue,NOVALUE,1
624,spannungsEingaenge,NOVALUE,novalue,NOVALUE,1
624,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2', 'IS3'}",allowed_values,NOVALUE|IS1|IS2|IS3,4
624,stromEingaenge_passiv,NOVALUE,novalue,NOVALUE,1
624,stromEingaengeExia,NOVALUE,novalue,NOVALUE,1
624,temperaturEingaenge," in {NOVALUE, 'TT1'}",allowed_values,NOVALUE|TT1,2
624,temperaturEingaengeExi,NOVALUE,novalue,NOVALUE,1
624,hardwareAP,NOVALUE,novalue,NOVALUE,1
624,steamApplication,NOVALUE,novalue,NOVALUE,1
624,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
624,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
624,inclusiveManual,'QI',fixed_value,'QI',1
624,powerCable,NOVALUE,novalue,NOVALUE,1
624,carryingCase,NOVALUE,novalue,NOVALUE,1
624,measuringTape,NOVALUE,novalue,NOVALUE,1
624,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
624,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
624,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
625,Unnamed: 0,May,fixed_value,May,1
625,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
625,marke,'flexim',fixed_value,'flexim',1
625,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
625,installationsart,'stationaer',fixed_value,'stationaer',1
625,devCategory,'G',fixed_value,'G',1
625,type,'731',fixed_value,'731',1
625,characteristic,'GP',fixed_value,'GP',1
625,housing,'ST',fixed_value,'ST',1
625,powerSupply,'4',fixed_value,'4',1
625,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
625,explosionApproval,'N',fixed_value,'N',1
625,protectionArea,'N',fixed_value,'N',1
625,intrinsicSafety,'N',fixed_value,'N',1
625,certification,'MN',fixed_value,'MN',1
625,dataInterface,"in {'NN', 'MT', 'BT'}",allowed_values,NN|MT|BT,3
625,binaerDigitalOptoRelay,NOVALUE,novalue,NOVALUE,1
625,binaerDigitalReedRelay,NOVALUE,novalue,NOVALUE,1
625,binaerDigitalOpenColl_MN,NOVALUE,novalue,NOVALUE,1
625,binaerDigitalOpenCollExia_MA,NOVALUE,novalue,NOVALUE,1
625,binaerOpenColl_MP,"in {NOVALUE, 'MP1', 'MP2', 'MP3', 'MP4'}",allowed_values,NOVALUE|MP1|MP2|MP3|MP4,5
625,binaerOpenColl_BC,NOVALUE,novalue,NOVALUE,1
625,binaerOpenColl_SC,NOVALUE,novalue,NOVALUE,1
625,binaerOpenColl30v,NOVALUE,novalue,NOVALUE,1
625,binaerOpenCollExib,NOVALUE,novalue,NOVALUE,1
625,binaerOpenCollNamur,NOVALUE,novalue,NOVALUE,1
625,binaerOptoRelay_BO,NOVALUE,novalue,NOVALUE,1
625,binaerOptoRelay_SO,NOVALUE,novalue,NOVALUE,1
625,binaerReedRelay_BR,NOVALUE,novalue,NOVALUE,1
625,binaerReedRelay_SR,NOVALUE,novalue,NOVALUE,1
625,frequenz0_5khz_FO,NOVALUE,novalue,NOVALUE,1
625,frequenz0_5khz_FC,NOVALUE,novalue,NOVALUE,1
625,frequenz0_5khzNamur,NOVALUE,novalue,NOVALUE,1
625,frequenz5_15HzExia,NOVALUE,novalue,NOVALUE,1
625,spannung0_10v,NOVALUE,novalue,NOVALUE,1
625,spannung0_1v,NOVALUE,novalue,NOVALUE,1
625,stromAktiv,NOVALUE,novalue,NOVALUE,1
625,stromAktiv24,NOVALUE,novalue,NOVALUE,1
625,stromPassiv,NOVALUE,novalue,NOVALUE,1
625,stromPassivExib,NOVALUE,novalue,NOVALUE,1
625,StromPassivExia,NOVALUE,novalue,NOVALUE,1
625,stromSchaltbar,NOVALUE,novalue,NOVALUE,1
625,binaerEingaenge,NOVALUE,novalue,NOVALUE,1
625,spannungsEingaenge,NOVALUE,novalue,NOVALUE,1
625,stromEingaenge,"in {NOVALUE, 'IS1', 'IS2', 'IS3', 'IS4'}",allowed_values,NOVALUE|IS1|IS2|IS3|IS4,5
625,stromEingaenge_passiv,NOVALUE,novalue,NOVALUE,1
625,stromEingaengeExia,NOVALUE,novalue,NOVALUE,1
625,temperaturEingaenge,NOVALUE,novalue,NOVALUE,1
625,temperaturEingaengeExi,NOVALUE,novalue,NOVALUE,1
625,hardwareAP,NOVALUE,novalue,NOVALUE,1
625,steamApplication,NOVALUE,novalue,NOVALUE,1
625,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
625,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
625,inclusiveManual,'QI',fixed_value,'QI',1
625,powerCable,NOVALUE,novalue,NOVALUE,1
625,carryingCase,NOVALUE,novalue,NOVALUE,1
625,measuringTape,NOVALUE,novalue,NOVALUE,1
625,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
625,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
625,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
626,Unnamed: 0,May,fixed_value,May,1
626,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
626,marke,'flexim',fixed_value,'flexim',1
626,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
626,installationsart,'stationaer',fixed_value,'stationaer',1
626,devCategory,'G',fixed_value,'G',1
626,type,'731',fixed_value,'731',1
626,characteristic,'GP',fixed_value,'GP',1
626,housing,'ST',fixed_value,'ST',1
626,powerSupply,'4',fixed_value,'4',1
626,numberOfChannels,"in {1, 2}",allowed_values,1|2,2
626,explosionApproval,'N',fixed_value,'N',1
626,protectionArea,'N',fixed_value,'N',1
626,intrinsicSafety,'N',fixed_value,'N',1
626,certification,'MN',fixed_value,'MN',1
626,dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'DB', 'BM'}",allowed_values,NN|PA|MR|FF|DB|BM,6
626,binaerDigitalOptoRelay,NOVALUE,novalue,NOVALUE,1
626,binaerDigitalReedRelay,NOVALUE,novalue,NOVALUE,1
626,binaerDigitalOpenColl_MN,NOVALUE,novalue,NOVALUE,1
626,binaerDigitalOpenCollExia_MA,NOVALUE,novalue,NOVALUE,1
626,binaerOpenColl_MP,"in {NOVALUE, 'MP1', 'MP2', 'MP3', 'MP4'}",allowed_values,NOVALUE|MP1|MP2|MP3|MP4,5
626,binaerOpenColl_BC,NOVALUE,novalue,NOVALUE,1
626,binaerOpenColl_SC,NOVALUE,novalue,NOVALUE,1
626,binaerOpenColl30v,NOVALUE,novalue,NOVALUE,1
626,binaerOpenCollExib,NOVALUE,novalue,NOVALUE,1
626,binaerOpenCollNamur,NOVALUE,novalue,NOVALUE,1
626,binaerOptoRelay_BO,NOVALUE,novalue,NOVALUE,1
626,binaerOptoRelay_SO,NOVALUE,novalue,NOVALUE,1
626,binaerReedRelay_BR,NOVALUE,novalue,NOVALUE,1
626,binaerReedRelay_SR,NOVALUE,novalue,NOVALUE,1
626,frequenz0_5khz_FO,NOVALUE,novalue,NOVALUE,1
626,frequenz0_5khz_FC,NOVALUE,novalue,NOVALUE,1
626,frequenz0_5khzNamur,NOVALUE,novalue,NOVALUE,1
626,frequenz5_15HzExia,NOVALUE,novalue,NOVALUE,1
626,spannung0_10v,NOVALUE,novalue,NOVALUE,1
626,spannung0_1v,NOVALUE,novalue,NOVALUE,1
626,stromAktiv,NOVALUE,novalue,NOVALUE,1
626,stromAktiv24,NOVALUE,novalue,NOVALUE,1
626,stromPassiv,NOVALUE,novalue,NOVALUE,1
626,stromPassivExib,NOVALUE,novalue,NOVALUE,1
626,StromPassivExia,NOVALUE,novalue,NOVALUE,1
626,stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3', 'CS4'}",allowed_values,NOVALUE|CS1|CS2|CS3|CS4,5
626,binaerEingaenge,NOVALUE,novalue,NOVALUE,1
626,spannungsEingaenge,NOVALUE,novalue,NOVALUE,1
626,stromEingaenge,NOVALUE,novalue,NOVALUE,1
626,stromEingaenge_passiv,NOVALUE,novalue,NOVALUE,1
626,stromEingaengeExia,NOVALUE,novalue,NOVALUE,1
626,temperaturEingaenge,NOVALUE,novalue,NOVALUE,1
626,temperaturEingaengeExi,NOVALUE,novalue,NOVALUE,1
626,hardwareAP,NOVALUE,novalue,NOVALUE,1
626,steamApplication,NOVALUE,novalue,NOVALUE,1
626,waveInjector,"in {'FWI', 'FWY', NOVALUE}",allowed_values,FWI|FWY|NOVALUE,3
626,tagPlate,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
626,inclusiveManual,'QI',fixed_value,'QI',1
626,powerCable,NOVALUE,novalue,NOVALUE,1
626,carryingCase,NOVALUE,novalue,NOVALUE,1
626,measuringTape,NOVALUE,novalue,NOVALUE,1
626,dev_advMeterVerification,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
626,dynamicGasMaster,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
626,customUserFluid,"in {NOVALUE, 1}",allowed_values,NOVALUE|1,2
627,Unnamed: 0,May,fixed_value,May,1
627,OrgUnitAreaOfDocument,"in {0, 1, 2, 3}",allowed_values,0|1|2|3,4
627,marke,'flexim',fixed_value,'flexim',1
627,packageFixed_dev,"in {NOVALUE, 'x731'}",allowed_values,NOVALUE|x731,2
627,installationsart,'stationaer',fixed_value,'stationaer',1
627,devCategory,'G',fixed_value,'G',1
627,type,'731',fixed_value,'731',1
627,characteristic,'GP',fixed_value,'GP',1
