package,characteristic,value,count,package_size,percentage
"in {NOVALUE, 'G731VG'}",stromSchaltbar,CS1,1,4,25.0
"in {NOVALUE, 'G731VG'}",stromEingaenge,IS1,2,4,50.0
"in {NOVALUE, 'G731VG'}",stromEingaenge,IS2,2,4,50.0
"in {NOVALUE, 'G731VG'}",temperaturEingaenge,TT1,2,4,50.0
"in {NOVALUE, 'G731VG'}",temperaturEingaenge,"in {NOVALUE, 'TT1'}",2,4,50.0
"in {NOVALUE, 'G731VG'}",binaerDigitalOpenColl_MN,"in {'MN2', 'MN4'}",3,4,75.0
"in {NOVALUE, 'G731VG'}",binaerDigitalOpenColl_MN,MN2,1,4,25.0
"in {NOVALUE, 'G731VG'}",binaerOpenColl_MP,NOVALUE,4,4,100.0
"in {NOVALUE, 'G731VG'}",waveInjector,NOVALUE,4,4,100.0
"in {NOVALUE, 'G731VG'}",dev_advMeterVerification,1,4,4,100.0
"in {NOVALUE, 'G731VG'}",dynamicGasMaster,1,4,4,100.0
"in {NOVALUE, 'G731VG'}",customUserFluid,NOVALUE,4,4,100.0
"in {NOVALUE, 'G731VG'}",steamApplication,NOVALUE,4,4,100.0
"in {NOVALUE, 'x731'}",devCategory,F,228,696,32.758620689655174
"in {NOVALUE, 'x731'}",devCategory,G,228,696,32.758620689655174
"in {NOVALUE, 'x731'}",devCategory,H,120,696,17.24137931034483
"in {NOVALUE, 'x731'}",devCategory,S,120,696,17.24137931034483
"in {NOVALUE, 'x731'}",characteristic,GP,696,696,100.0
"in {NOVALUE, 'x731'}",housing,"in {'ST', 'AL'}",406,696,58.333333333333336
"in {NOVALUE, 'x731'}",housing,ST,290,696,41.66666666666667
"in {NOVALUE, 'x731'}",powerSupply,"in {'1', '4'}",406,696,58.333333333333336
"in {NOVALUE, 'x731'}",powerSupply,4,290,696,41.66666666666667
"in {NOVALUE, 'x731'}",numberOfChannels,"in {1, 2}",696,696,100.0
"in {NOVALUE, 'x731'}",explosionApproval,N,232,696,33.33333333333333
"in {NOVALUE, 'x731'}",explosionApproval,"in {'A', 'E', 'P', 'J', 'S'}",116,696,16.666666666666664
"in {NOVALUE, 'x731'}",explosionApproval,F,116,696,16.666666666666664
"in {NOVALUE, 'x731'}",explosionApproval,A,116,696,16.666666666666664
"in {NOVALUE, 'x731'}",explosionApproval,K,116,696,16.666666666666664
"in {NOVALUE, 'x731'}",protectionArea,2,464,696,66.66666666666666
"in {NOVALUE, 'x731'}",protectionArea,N,232,696,33.33333333333333
"in {NOVALUE, 'x731'}",certification,MN,290,696,41.66666666666667
"in {NOVALUE, 'x731'}",certification,"in {'NN', 'WN'}",152,696,21.839080459770116
"in {NOVALUE, 'x731'}",certification,NN,138,696,19.82758620689655
"in {NOVALUE, 'x731'}",certification,"in {'NN', 'WN', 'FN'}",76,696,10.919540229885058
"in {NOVALUE, 'x731'}",certification,"in {'NN', 'FN'}",40,696,5.747126436781609
"in {NOVALUE, 'x731'}",dataInterface,HS,192,696,27.586206896551722
"in {NOVALUE, 'x731'}",dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'BM'}",176,696,25.287356321839084
"in {NOVALUE, 'x731'}",dataInterface,NN,108,696,15.517241379310345
"in {NOVALUE, 'x731'}",dataInterface,"in {'NN', 'MT', 'BT'}",90,696,12.931034482758621
"in {NOVALUE, 'x731'}",dataInterface,"in {'NN', 'PA', 'MR', 'FF', 'DB', 'BM'}",64,696,9.195402298850574
"in {NOVALUE, 'x731'}",dataInterface,"in {'NN', 'PA', 'MR', 'FF'}",48,696,6.896551724137931
"in {NOVALUE, 'x731'}",dataInterface,"in {'NN', 'MT'}",18,696,2.586206896551724
"in {NOVALUE, 'x731'}",stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2'}",240,696,34.48275862068966
"in {NOVALUE, 'x731'}",stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3'}",168,696,24.137931034482758
"in {NOVALUE, 'x731'}",stromSchaltbar,"in {NOVALUE, 'CS1'}",144,696,20.689655172413794
"in {NOVALUE, 'x731'}",stromSchaltbar,NOVALUE,96,696,13.793103448275861
"in {NOVALUE, 'x731'}",stromSchaltbar,"in {NOVALUE, 'CS1', 'CS2', 'CS3', 'CS4'}",48,696,6.896551724137931
"in {NOVALUE, 'x731'}",stromEingaenge,NOVALUE,168,696,24.137931034482758
"in {NOVALUE, 'x731'}",stromEingaenge,"in {NOVALUE, 'IS1'}",96,696,13.793103448275861
"in {NOVALUE, 'x731'}",stromEingaenge,IS1,96,696,13.793103448275861
"in {NOVALUE, 'x731'}",stromEingaenge,"in {NOVALUE, 'IS1', 'IS2'}",72,696,10.344827586206897
"in {NOVALUE, 'x731'}",stromEingaenge,"in {NOVALUE, 'IS1', 'IS2', 'IS3'}",72,696,10.344827586206897
"in {NOVALUE, 'x731'}",stromEingaenge,"in {'IS1', 'IS2'}",72,696,10.344827586206897
"in {NOVALUE, 'x731'}",stromEingaenge,"in {'IS1', 'IS2', 'IS3'}",72,696,10.344827586206897
"in {NOVALUE, 'x731'}",stromEingaenge,"in {NOVALUE, 'IS1', 'IS2', 'IS3', 'IS4'}",48,696,6.896551724137931
"in {NOVALUE, 'x731'}",temperaturEingaenge,"in {NOVALUE, 'TT1', 'TT2'}",144,696,20.689655172413794
"in {NOVALUE, 'x731'}",temperaturEingaenge,"in {NOVALUE, 'TT1'}",96,696,13.793103448275861
"in {NOVALUE, 'x731'}",temperaturEingaenge,TT1,96,696,13.793103448275861
"in {NOVALUE, 'x731'}",temperaturEingaenge,"in {NOVALUE, 'TT1', 'TT2', 'TT3', 'TT4'}",72,696,10.344827586206897
"in {NOVALUE, 'x731'}",temperaturEingaenge,"in {NOVALUE, 'TT1', 'TT2', 'TT3'}",72,696,10.344827586206897
"in {NOVALUE, 'x731'}",temperaturEingaenge,NOVALUE,72,696,10.344827586206897
"in {NOVALUE, 'x731'}",temperaturEingaenge,"in {'TT1', 'TT2', 'TT3'}",72,696,10.344827586206897
"in {NOVALUE, 'x731'}",temperaturEingaenge,"in {'TT1', 'TT2'}",72,696,10.344827586206897
"in {NOVALUE, 'x731'}",binaerDigitalOpenColl_MN,"in {NOVALUE, 'MN1', 'MN2', 'MN3', 'MN4'}",406,696,58.333333333333336
"in {NOVALUE, 'x731'}",binaerDigitalOpenColl_MN,NOVALUE,290,696,41.66666666666667
"in {NOVALUE, 'x731'}",binaerOpenColl_MP,NOVALUE,406,696,58.333333333333336
"in {NOVALUE, 'x731'}",binaerOpenColl_MP,"in {NOVALUE, 'MP1', 'MP2', 'MP3', 'MP4'}",290,696,41.66666666666667
"in {NOVALUE, 'x731'}",waveInjector,"in {'FWI', 'FWY', NOVALUE}",576,696,82.75862068965517
"in {NOVALUE, 'x731'}",waveInjector,"in {'FWI', NOVALUE}",120,696,17.24137931034483
"in {NOVALUE, 'x731'}",dev_advMeterVerification,"in {NOVALUE, 1}",456,696,65.51724137931035
"in {NOVALUE, 'x731'}",dev_advMeterVerification,NOVALUE,240,696,34.48275862068966
"in {NOVALUE, 'x731'}",dynamicGasMaster,NOVALUE,468,696,67.24137931034483
"in {NOVALUE, 'x731'}",dynamicGasMaster,"in {NOVALUE, 1}",228,696,32.758620689655174
"in {NOVALUE, 'x731'}",customUserFluid,"in {NOVALUE, 1}",456,696,65.51724137931035
"in {NOVALUE, 'x731'}",customUserFluid,NOVALUE,240,696,34.48275862068966
"in {NOVALUE, 'x731'}",steamApplication,NOVALUE,696,696,100.0
