regime,model,transformed_feature,importance,absolute_importance,importance_type
REALISTIC_BASELINE,RANDOM_FOREST,config_binaerDigitalOpenColl_MN_MN2,0.0032395079926827064,0.0032395079926827064,feature_importance
REALISTIC_BASELINE,RANDOM_FOREST,config_steamApplication_H,0.0028792316474457297,0.0028792316474457297,feature_importance
REALISTIC_BASELINE,RANDOM_FOREST,config_certification_CN,0.0010260710868198126,0.0010260710868198126,feature_importance
REALISTIC_BASELINE,RANDOM_FOREST,config_binaerOpenColl_MP_MP2,0.0010213354826974657,0.0010213354826974657,feature_importance
REALISTIC_BASELINE,RANDOM_FOREST,config_binaerDigitalOpenColl_MN_MN4,0.0008128385545093633,0.0008128385545093633,feature_importance
REALISTIC_BASELINE,RANDOM_FOREST,config_dataInterface_MR,0.0007608232040651796,0.0007608232040651796,feature_importance
REALISTIC_BASELINE,RANDOM_FOREST,config_characteristic_VG,0.00041517455173036466,0.00041517455173036466,feature_importance
REALISTIC_BASELINE,RANDOM_FOREST,config_stromEingaenge_IS2,0.00018171290753730813,0.00018171290753730813,feature_importance
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_certification_MN,-5.30864002100103,5.30864002100103,coefficient
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_powerSupply,3.8884214653762106,3.8884214653762106,coefficient
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_certification_NN,2.7621060022382613,2.7621060022382613,coefficient
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_dataInterface_NN,-2.499920977538194,2.499920977538194,coefficient
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_certification_CN,2.4261104979910755,2.4261104979910755,coefficient
PROVENANCE_AWARE,LOGISTIC_REGRESSION,nearest_real_distance,-2.354957170832541,2.354957170832541,coefficient
PROVENANCE_AWARE,LOGISTIC_REGRESSION,source_frequency,2.15863024920612,2.15863024920612,coefficient
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_characteristic_ST,-1.758078178702734,1.758078178702734,coefficient
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_binaerDigitalOpenColl_MN_MN2,1.7371038376157044,1.7371038376157044,coefficient
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_dataInterface_PA,1.7039315751017343,1.7039315751017343,coefficient
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_steamApplication_NOVALUE,1.6376546579310844,1.6376546579310844,coefficient
PROVENANCE_AWARE,LOGISTIC_REGRESSION,config_characteristic_PW,1.5076891462539113,1.5076891462539113,coefficient
